model,estimator,fe_strategy,outcome,term,coef,std_err,p_value,ci_low,ci_high,nobs,city_operators,cities,r2,significant_05,label
dml_competition_all,dml_hgb,ml_residualized,ur_boxcox,unlock_fee_z_x_large_only_x_competition_z,0.012932181771757307,0.0321107112437725,0.6871414766280983,-0.05000365578400217,0.07586801932751679,14514,97,30,0.026491142482804597,False,Unlock fee_x_FreeNow only_x_Competition
dml_competition_all,dml_hgb,ml_residualized,ur_boxcox,unlock_fee_z_x_local_only_x_competition_z,-0.006183974629813246,0.02135877642990973,0.7721769688976299,-0.04804640718627931,0.03567845792665282,14514,97,30,0.026491142482804597,False,Unlock fee_x_Local MaaS only_x_Competition
dml_competition_all,dml_hgb,ml_residualized,ur_boxcox,unlock_fee_z_x_multi_platform_x_competition_z,0.011283171174400908,0.02606735804039629,0.6651261084831332,-0.039807911756886416,0.06237425410568824,14514,97,30,0.026491142482804597,False,Unlock fee_x_Multi-platform_x_Competition
dml_competition_all,dml_hgb,ml_residualized,ur_boxcox,price_per_minute_z_x_large_only_x_competition_z,-0.0412468226570441,0.06265840247284116,0.5103577197159802,-0.16405503483262823,0.08156138951854003,14514,97,30,0.026491142482804597,False,Price/min_x_FreeNow only_x_Competition
dml_competition_all,dml_hgb,ml_residualized,ur_boxcox,price_per_minute_z_x_local_only_x_competition_z,0.020040625664843836,0.032237448030134286,0.5341676271141691,-0.04314361142770107,0.08322486275738875,14514,97,30,0.026491142482804597,False,Price/min_x_Local MaaS only_x_Competition
dml_competition_all,dml_hgb,ml_residualized,ur_boxcox,price_per_minute_z_x_multi_platform_x_competition_z,0.0025972518827139736,0.044315024765279536,0.9532636751190479,-0.08425860063123447,0.08945310439666243,14514,97,30,0.026491142482804597,False,Price/min_x_Multi-platform_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,unlock_fee_z_x_platform_any_x_competition_z,-0.28722066983572797,0.11158579039925716,0.010053327988419833,-0.5059248002047073,-0.0685165394667486,14514,97,30,0.05172925936244821,True,Unlock fee_x_Any platform_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,price_per_minute_z_x_platform_any_x_competition_z,-0.16207693229355444,0.13519512107792345,0.2305912779883017,-0.42705450049181637,0.10290063590470747,14514,97,30,0.05172925936244821,False,Price/min_x_Any platform_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,unlock_fee_z_x_large_only_x_competition_z,0.40735566427982695,0.13753638483741493,0.003058434931480785,0.1377893034346529,0.676922025125001,14514,97,30,0.05172925936244821,True,Unlock fee_x_FreeNow only_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,unlock_fee_z_x_local_only_x_competition_z,0.249510444529938,0.10216459177894816,0.014596442583323098,0.049271524147962736,0.4497493649119133,14514,97,30,0.05172925936244821,True,Unlock fee_x_Local MaaS only_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,unlock_fee_z_x_multi_platform_x_competition_z,0.31072642691406993,0.11668218946198414,0.007744394971363698,0.082033537931302,0.5394193158968379,14514,97,30,0.05172925936244821,True,Unlock fee_x_Multi-platform_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,price_per_minute_z_x_large_only_x_competition_z,-0.0030332099222820353,0.1832344089930431,0.9867926507144543,-0.36216605227712867,0.35609963243256465,14514,97,30,0.05172925936244821,False,Price/min_x_FreeNow only_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,price_per_minute_z_x_local_only_x_competition_z,0.1834973981040439,0.14479495988721805,0.205051137465864,-0.10029550841782528,0.46729030462591303,14514,97,30,0.05172925936244821,False,Price/min_x_Local MaaS only_x_Competition
dml_competition_all,dml_rf,ml_residualized,ur_boxcox,price_per_minute_z_x_multi_platform_x_competition_z,0.1509451707129957,0.11964899964637749,0.2071048139385212,-0.08356255938014984,0.38545290080614125,14514,97,30,0.05172925936244821,False,Price/min_x_Multi-platform_x_Competition
