model,estimator,fe_strategy,outcome,term,coef,std_err,p_value,ci_low,ci_high,nobs,city_operators,cities,r2,adj_r2,sample,family,moderator,moderator_category,moderator_centrality,platform_family,significant_05,label,estimate,effect_direction
high_fee_same_mode_competition_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:large_aggregator_only:same_mode_competitor_count_day_z,-0.05524062783982197,0.025310731303430572,0.029072777175245878,-0.10484874961691643,-0.005632506062727513,13768,92,30,0.8185336404590129,0.8157362906180285,no_weak_exposure,high_fee_feature_moderation,same_mode_competition,competition,high,platform_types,True,unlock_fee_ge_1_00:FreeNow only:same_mode_competitor_count_day_z,-0.055*,negative
high_fee_unlock_fee_gap_same_mode_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only:unlock_fee_gap_to_same_mode_min_z,1.9094681406971463,0.39990996589640665,1.7993503739692727e-06,1.125659010481548,2.693277270912745,13768,92,30,0.9031272091063862,0.90126978736805,no_weak_exposure,high_fee_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_ge_1_00:Local MaaS only:unlock_fee_gap_to_same_mode_min_z,1.909***,positive
high_fee_unlock_fee_gap_same_mode_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform:unlock_fee_gap_to_same_mode_min_z,1.922422977763854,0.3936330900866812,1.0406372260264297e-06,1.1509162980707481,2.69392965745696,13768,92,30,0.9031272091063862,0.90126978736805,no_weak_exposure,high_fee_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_ge_1_00:Multi-platform:unlock_fee_gap_to_same_mode_min_z,1.922***,positive
high_fee_active_vehicle_share_same_mode_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform:active_vehicle_share_same_mode_z,-0.07178776005287418,0.027609823159676635,0.009320192126453915,-0.12590201906536025,-0.017673501040388104,13768,92,30,0.9079197236197732,0.9061402957998976,no_weak_exposure,high_fee_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,True,unlock_fee_ge_1_00:Multi-platform:active_vehicle_share_same_mode_z,-0.072**,negative
high_fee_free_unlock_pass_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform:free_unlock_pass_external,-0.04121716111338339,0.008796954492086232,2.794275727304923e-06,-0.05845887509151025,-0.02397544713525653,13768,92,30,0.9028530338861187,0.9010269901213791,no_weak_exposure,high_fee_feature_moderation,free_unlock_pass,price_pass,high,platform_types,True,unlock_fee_ge_1_00:Multi-platform:free_unlock_pass_external,-0.041***,negative
high_fee_same_mode_competition_market_fe_scooter_only,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:large_aggregator_only:same_mode_competitor_count_day_z,-0.056755329498854305,0.02178607759647451,0.009184229609795936,-0.09945525695233928,-0.014055402045369321,11149,75,30,0.8403650030543444,0.8373447631889069,scooter_only,high_fee_feature_moderation,same_mode_competition,competition,high,platform_types,True,unlock_fee_ge_1_00:FreeNow only:same_mode_competitor_count_day_z,-0.057**,negative
high_fee_same_platform_competition_market_fe_scooter_only,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only:same_platform_competitor_count_day_z,-0.014939426247040283,0.0070682446531724575,0.03454963515323436,-0.028792931201176104,-0.0010859212929044612,11149,75,30,0.8399862493431397,0.8370035368857202,scooter_only,high_fee_feature_moderation,same_platform_competition,platform_competition,high,platform_types,True,unlock_fee_ge_1_00:Local MaaS only:same_platform_competitor_count_day_z,-0.015*,negative
high_fee_same_platform_competition_market_fe_scooter_only,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform:same_platform_competitor_count_day_z,0.07556603061184601,0.022174018088828986,0.0006547359794822961,0.032105753765201514,0.11902630745849051,11149,75,30,0.8399862493431397,0.8370035368857202,scooter_only,high_fee_feature_moderation,same_platform_competition,platform_competition,high,platform_types,True,unlock_fee_ge_1_00:Multi-platform:same_platform_competitor_count_day_z,0.076***,positive
high_fee_unlock_fee_gap_same_mode_unit_fe_scooter_only,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only:unlock_fee_gap_to_same_mode_min_z,1.0696571618315196,0.2146919089890742,6.28364545690757e-07,0.648868752440783,1.4904455712222562,11149,75,30,0.8844268281512374,0.8818731347052347,scooter_only,high_fee_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_ge_1_00:Local MaaS only:unlock_fee_gap_to_same_mode_min_z,1.070***,positive
high_fee_unlock_fee_gap_same_mode_unit_fe_scooter_only,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform:unlock_fee_gap_to_same_mode_min_z,1.0819133871512139,0.2080403376391534,1.9875511747538235e-07,0.6741618180469207,1.489664956255507,11149,75,30,0.8844268281512374,0.8818731347052347,scooter_only,high_fee_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_ge_1_00:Multi-platform:unlock_fee_gap_to_same_mode_min_z,1.082***,positive
high_fee_active_vehicle_share_same_mode_unit_fe_scooter_only,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only:active_vehicle_share_same_mode_z,-0.05802377266989343,0.025757821055728373,0.02428020414287628,-0.10850817425934851,-0.00753937108043834,11149,75,30,0.8960705905234941,0.8937449507663162,scooter_only,high_fee_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,True,unlock_fee_ge_1_00:Local MaaS only:active_vehicle_share_same_mode_z,-0.058*,negative
high_fee_active_vehicle_share_same_mode_unit_fe_scooter_only,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform:active_vehicle_share_same_mode_z,-0.06481206445714009,0.029415803677273908,0.027573074110114257,-0.12246598024089783,-0.007158148673382353,11149,75,30,0.8960705905234941,0.8937449507663162,scooter_only,high_fee_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,True,unlock_fee_ge_1_00:Multi-platform:active_vehicle_share_same_mode_z,-0.065*,negative
