model,estimator,fe_strategy,outcome,term,coef,std_err,p_value,ci_low,ci_high,nobs,city_operators,cities,r2,adj_r2,sample,family,moderator,moderator_category,moderator_centrality,platform_family,significant_05,label,estimate,effect_direction
same_platform_competition_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,same_platform_competitor_count_day_z:platform_any,60571837465.31177,1.7025062602563154e+18,0.9999999716128304,-3.3368508929845166e+18,3.3368510141281915e+18,13768,92,30,0.8013777347813119,0.7984942722722418,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,any_platform,False,same_platform_competitor_count_day_z:Any platform,60571837465.312,positive
same_platform_competition_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,same_platform_competitor_count_day_z:platform_any,-60826828046.76409,2.690414278592758e+18,0.9999999819608499,-5.273115150360945e+18,5.273115028707289e+18,13768,92,30,0.9012959267247729,0.8994778090856597,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,any_platform,False,same_platform_competitor_count_day_z:Any platform,-60826828046.764,negative
same_platform_competition_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,same_platform_competitor_count_day_z:large_aggregator_only,223014018863.31744,9.694763753968507e+18,0.9999999816458196,-1.9001387573388587e+19,1.9001388019416625e+19,13768,92,30,0.8063897418565481,0.8035211245863997,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,platform_types,False,same_platform_competitor_count_day_z:FreeNow only,223014018863.317,positive
same_platform_competition_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,same_platform_competitor_count_day_z:local_maas_only,223014018863.36197,9.495658825868409e+18,0.9999999812609692,-1.861114908516796e+19,1.8611149531196e+19,13768,92,30,0.8063897418565481,0.8035211245863997,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,platform_types,False,same_platform_competitor_count_day_z:Local MaaS only,223014018863.362,positive
same_platform_competition_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,same_platform_competitor_count_day_z:multi_platform,223014018863.35385,9.51425644752173e+18,0.9999999812975987,-1.8647599753806574e+19,1.864760019983461e+19,13768,92,30,0.8063897418565481,0.8035211245863997,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,platform_types,False,same_platform_competitor_count_day_z:Multi-platform,223014018863.354,positive
same_platform_competition_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,same_platform_competitor_count_day_z:large_aggregator_only,143320270281.49533,2.5067720526529367e+18,0.9999999543823577,-4.91318279733103e+18,4.91318308397157e+18,13768,92,30,0.9001912208110189,0.8983226681149399,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,platform_types,False,same_platform_competitor_count_day_z:FreeNow only,143320270281.495,positive
same_platform_competition_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,same_platform_competitor_count_day_z:local_maas_only,143320270281.49332,2.3537095515917445e+18,0.9999999514158275,-4.61318580786747e+18,4.613186094508009e+18,13768,92,30,0.9001912208110189,0.8983226681149399,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,platform_types,False,same_platform_competitor_count_day_z:Local MaaS only,143320270281.493,positive
same_platform_competition_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,same_platform_competitor_count_day_z:multi_platform,143320270281.47156,2.4257212481314734e+18,0.999999952858132,-4.754326139550966e+18,4.754326426191505e+18,13768,92,30,0.9001912208110189,0.8983226681149399,no_weak_exposure,platform_feature_moderation,same_platform_competition,platform_competition,high,platform_types,False,same_platform_competitor_count_day_z:Multi-platform,143320270281.472,positive
active_vehicle_hhi_same_mode_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:platform_any,0.04164435325470416,0.01600467281887977,0.009267856668476952,0.010275770945352668,0.07301293556405566,13768,92,30,0.8081870188766631,0.8053880675713038,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,any_platform,True,active_vehicle_hhi_same_mode_day_z:Any platform,0.042**,positive
active_vehicle_hhi_same_mode_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:platform_any,-0.014777202192778657,0.010749400656781668,0.16922443922199137,-0.035845640335461934,0.006291235949904616,13768,92,30,0.9030930650747853,0.9013007491961654,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,any_platform,False,active_vehicle_hhi_same_mode_day_z:Any platform,-0.015,negative
active_vehicle_hhi_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:large_aggregator_only,-0.03274656130761683,0.03261396045672475,0.3153469132844917,-0.09666874919601083,0.031175626580777174,13768,92,30,0.8154047196408745,0.8126558625356373,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,platform_types,False,active_vehicle_hhi_same_mode_day_z:FreeNow only,-0.033,negative
active_vehicle_hhi_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:local_maas_only,0.04352655454184714,0.01978006553355186,0.027769575653224982,0.004758338484243445,0.08229477059945084,13768,92,30,0.8154047196408745,0.8126558625356373,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,platform_types,True,active_vehicle_hhi_same_mode_day_z:Local MaaS only,0.044*,positive
active_vehicle_hhi_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:multi_platform,0.06435682582024793,0.026521700948630253,0.01524221144384247,0.01237524715219085,0.11633840448830501,13768,92,30,0.8154047196408745,0.8126558625356373,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,platform_types,True,active_vehicle_hhi_same_mode_day_z:Multi-platform,0.064*,positive
active_vehicle_hhi_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:large_aggregator_only,-0.03707520829133268,0.01923915411613317,0.05397083193150033,-0.07478325745196923,0.0006328408693038745,13768,92,30,0.9035935666873964,0.9017814425061339,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,platform_types,False,active_vehicle_hhi_same_mode_day_z:FreeNow only,-0.037+,negative
active_vehicle_hhi_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:local_maas_only,0.01528247018410718,0.009677369170393591,0.11429092947037726,-0.0036848248549625207,0.03424976522317688,13768,92,30,0.9035935666873964,0.9017814425061339,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,platform_types,False,active_vehicle_hhi_same_mode_day_z:Local MaaS only,0.015,positive
active_vehicle_hhi_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_hhi_same_mode_day_z:multi_platform,0.009714623552895041,0.012243682201099787,0.4275216873746226,-0.014282552599414636,0.033711799705204715,13768,92,30,0.9035935666873964,0.9017814425061339,no_weak_exposure,platform_feature_moderation,active_vehicle_hhi_same_mode,competition_concentration,medium,platform_types,False,active_vehicle_hhi_same_mode_day_z:Multi-platform,0.010,positive
unlock_fee_gap_same_mode_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:platform_any,-0.05509070396814849,0.01230099209826748,7.514902770622527e-06,-0.07920020545486453,-0.030981202481432442,13768,92,30,0.8082634141320317,0.8054655775927246,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,any_platform,True,unlock_fee_gap_to_same_mode_min_z:Any platform,-0.055***,negative
unlock_fee_gap_same_mode_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:platform_any,-0.0062790491066188475,0.007109141262513971,0.37710880394335033,-0.02021270994215384,0.007654611728916145,13768,92,30,0.9026707803265775,0.9008706541951611,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,any_platform,False,unlock_fee_gap_to_same_mode_min_z:Any platform,-0.006,negative
unlock_fee_gap_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:large_aggregator_only,-0.01049304215651889,0.011261696748538929,0.3514677499039056,-0.03256556218846702,0.01157947787542924,13768,92,30,0.8228424898355293,0.8202043905319375,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,False,unlock_fee_gap_to_same_mode_min_z:FreeNow only,-0.010,negative
unlock_fee_gap_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:local_maas_only,-0.07654837856175227,0.015709967945047188,1.1013947449455481e-06,-0.10733934993232348,-0.04575740719118106,13768,92,30,0.8228424898355293,0.8202043905319375,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_gap_to_same_mode_min_z:Local MaaS only,-0.077***,negative
unlock_fee_gap_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:multi_platform,-0.08693127597153014,0.015040887290281635,7.484992492808397e-09,-0.11641087335600839,-0.057451678587051885,13768,92,30,0.8228424898355293,0.8202043905319375,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_gap_to_same_mode_min_z:Multi-platform,-0.087***,negative
unlock_fee_gap_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:large_aggregator_only,-0.008016651147515125,0.008631160029525357,0.35299096013719944,-0.024933413950186493,0.008900111655156244,13768,92,30,0.9029328463228874,0.9011083027697173,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,False,unlock_fee_gap_to_same_mode_min_z:FreeNow only,-0.008,negative
unlock_fee_gap_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:local_maas_only,-0.029893211929085832,0.00966344689965682,0.0019785616183585434,-0.04883321981892845,-0.010953204039243217,13768,92,30,0.9029328463228874,0.9011083027697173,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_gap_to_same_mode_min_z:Local MaaS only,-0.030**,negative
unlock_fee_gap_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_gap_to_same_mode_min_z:multi_platform,-0.04045123803389024,0.01146969918204275,0.0004206277962030685,-0.06293143534420255,-0.01797104072357793,13768,92,30,0.9029328463228874,0.9011083027697173,no_weak_exposure,platform_feature_moderation,unlock_fee_gap_same_mode,relative_price_position,very_high,platform_types,True,unlock_fee_gap_to_same_mode_min_z:Multi-platform,-0.040***,negative
price_per_minute_gap_same_mode_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:platform_any,0.007790655446380669,0.013445096310279816,0.5622908736482253,-0.018561249090440136,0.034142559983201475,13768,92,30,0.8018191907416728,0.7989273195475429,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,any_platform,False,price_per_minute_gap_to_same_mode_min_z:Any platform,0.008,positive
price_per_minute_gap_same_mode_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:platform_any,0.004982496682992298,0.006152343907829828,0.41802443251644683,-0.00707587579685858,0.017040869162843177,13768,92,30,0.9024313718792334,0.9006268178339429,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,any_platform,False,price_per_minute_gap_to_same_mode_min_z:Any platform,0.005,positive
price_per_minute_gap_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:large_aggregator_only,0.03376174567842587,0.01313722550434574,0.010171916163215304,0.008013256833127171,0.05951023452372456,13768,92,30,0.8175041253980228,0.8147865310987527,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,platform_types,True,price_per_minute_gap_to_same_mode_min_z:FreeNow only,0.034*,positive
price_per_minute_gap_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:local_maas_only,-0.06946070411607622,0.03154586735820793,0.027672689293252156,-0.13128946799924146,-0.007631940232910979,13768,92,30,0.8175041253980228,0.8147865310987527,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,platform_types,True,price_per_minute_gap_to_same_mode_min_z:Local MaaS only,-0.069*,negative
price_per_minute_gap_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:multi_platform,-0.025744569117630678,0.021262631533160138,0.2259761243781423,-0.06741856113917022,0.015929422903908863,13768,92,30,0.8175041253980228,0.8147865310987527,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,platform_types,False,price_per_minute_gap_to_same_mode_min_z:Multi-platform,-0.026,negative
price_per_minute_gap_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:large_aggregator_only,0.006155218765005972,0.006539110662720897,0.34655475468646546,-0.00666120262484883,0.018971640154860775,13768,92,30,0.9026332426319544,0.9008030675138101,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,platform_types,False,price_per_minute_gap_to_same_mode_min_z:FreeNow only,0.006,positive
price_per_minute_gap_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:local_maas_only,-0.020670076080972967,0.014193803005478971,0.14531669914892617,-0.04848941877536812,0.007149266613422193,13768,92,30,0.9026332426319544,0.9008030675138101,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,platform_types,False,price_per_minute_gap_to_same_mode_min_z:Local MaaS only,-0.021,negative
price_per_minute_gap_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,price_per_minute_gap_to_same_mode_min_z:multi_platform,-0.009710833815899586,0.0076915081295747915,0.20675467600950526,-0.024785912736663213,0.005364245104864041,13768,92,30,0.9026332426319544,0.9008030675138101,no_weak_exposure,platform_feature_moderation,price_per_minute_gap_same_mode,relative_price_position,high,platform_types,False,price_per_minute_gap_to_same_mode_min_z:Multi-platform,-0.010,negative
active_vehicle_share_same_mode_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_share_same_mode_z:platform_any,0.04135973828392519,0.014748066460772575,0.0050407558271522886,0.01245405917920784,0.07026541738864253,13768,92,30,0.8149576062721177,0.8122574519528516,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,any_platform,True,active_vehicle_share_same_mode_z:Any platform,0.041**,positive
active_vehicle_share_same_mode_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_share_same_mode_z:platform_any,0.014106784113324083,0.008386523151730156,0.09255376150713418,-0.0023304992195783657,0.030544067446226533,13768,92,30,0.9071946906486368,0.9054782352711239,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,any_platform,False,active_vehicle_share_same_mode_z:Any platform,0.014+,positive
active_vehicle_share_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_share_same_mode_z:large_aggregator_only,-0.022903924247378554,0.026147894791380834,0.38106395665019177,-0.07415285631002747,0.02834500781527035,13768,92,30,0.8225197490178284,0.8198768436954254,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,False,active_vehicle_share_same_mode_z:FreeNow only,-0.023,negative
active_vehicle_share_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_share_same_mode_z:local_maas_only,0.04497046555473546,0.02078345118064737,0.03048253250517568,0.004235649766220151,0.08570528134325077,13768,92,30,0.8225197490178284,0.8198768436954254,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,True,active_vehicle_share_same_mode_z:Local MaaS only,0.045*,positive
active_vehicle_share_same_mode_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,active_vehicle_share_same_mode_z:multi_platform,0.05010590964394786,0.022913348154848513,0.028760315328934596,0.005196572495217475,0.09501524679267824,13768,92,30,0.8225197490178284,0.8198768436954254,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,True,active_vehicle_share_same_mode_z:Multi-platform,0.050*,positive
active_vehicle_share_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_share_same_mode_z:large_aggregator_only,0.02581753497218523,0.010257928288883236,0.011841354757476772,0.005712364969979504,0.04592270497439096,13768,92,30,0.9075022932768003,0.9057636403124184,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,True,active_vehicle_share_same_mode_z:FreeNow only,0.026*,positive
active_vehicle_share_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_share_same_mode_z:local_maas_only,0.017012067083193937,0.008986454913370783,0.058347393964058906,-0.0006010608957058086,0.03462519506209368,13768,92,30,0.9075022932768003,0.9057636403124184,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,False,active_vehicle_share_same_mode_z:Local MaaS only,0.017+,positive
active_vehicle_share_same_mode_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,active_vehicle_share_same_mode_z:multi_platform,0.019036611589835287,0.008263063444345688,0.021232744743972857,0.0028413048369482496,0.035231918342722324,13768,92,30,0.9075022932768003,0.9057636403124184,no_weak_exposure,platform_feature_moderation,active_vehicle_share_same_mode,availability_position,high,platform_types,True,active_vehicle_share_same_mode_z:Multi-platform,0.019*,positive
commute_peak_share_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,commute_peak_trip_share_z:platform_any,0.00031893366081207127,0.0036654486235963256,0.9306629180297319,-0.00686521362861864,0.0075030809502427825,13768,92,30,0.802494793149952,0.7996127804035219,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,any_platform,False,commute_peak_trip_share_z:Any platform,0.000,positive
commute_peak_share_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,commute_peak_trip_share_z:platform_any,-0.0004289312834256159,0.002481959441151381,0.8627932158413296,-0.005293482399171483,0.004435619832320251,13768,92,30,0.9045190191661148,0.9027530766338612,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,any_platform,False,commute_peak_trip_share_z:Any platform,-0.000,negative
commute_peak_share_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,commute_peak_trip_share_z:large_aggregator_only,-0.004579961265163754,0.004375017406889403,0.29517147601734695,-0.013154837814402805,0.003994915284075296,13768,92,30,0.8098588452940767,0.8070274031082605,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,platform_types,False,commute_peak_trip_share_z:FreeNow only,-0.005,negative
commute_peak_share_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,commute_peak_trip_share_z:local_maas_only,0.009533422129212609,0.005127236636642374,0.06297492812351363,-0.000515777018820723,0.019582621277245943,13768,92,30,0.8098588452940767,0.8070274031082605,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,platform_types,False,commute_peak_trip_share_z:Local MaaS only,0.010+,positive
commute_peak_share_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,commute_peak_trip_share_z:multi_platform,-0.00603958090335744,0.003846938115710394,0.1164218809437735,-0.01357944106090419,0.0015002792541893104,13768,92,30,0.8098588452940767,0.8070274031082605,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,platform_types,False,commute_peak_trip_share_z:Multi-platform,-0.006,negative
commute_peak_share_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,commute_peak_trip_share_z:large_aggregator_only,-0.002897047667632314,0.0024762543430684367,0.24202858338950406,-0.007750416996607341,0.0019563216613427137,13768,92,30,0.9050575170719091,0.9032729103477372,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,platform_types,False,commute_peak_trip_share_z:FreeNow only,-0.003,negative
commute_peak_share_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,commute_peak_trip_share_z:local_maas_only,0.007803276383887806,0.00433117150474946,0.07159971720834905,-0.0006856637762872883,0.0162922165440629,13768,92,30,0.9050575170719091,0.9032729103477372,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,platform_types,False,commute_peak_trip_share_z:Local MaaS only,0.008+,positive
commute_peak_share_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,commute_peak_trip_share_z:multi_platform,-0.004942245069728899,0.0028159703005706913,0.07924611584003112,-0.010461445440381885,0.0005769553009240865,13768,92,30,0.9050575170719091,0.9032729103477372,no_weak_exposure,platform_feature_moderation,commute_peak_share,process_usage_context,medium,platform_types,False,commute_peak_trip_share_z:Multi-platform,-0.005+,negative
night_trip_share_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,night_trip_share_z:platform_any,-0.0022004227461217174,0.0037837196083782883,0.5608697218511033,-0.00961637690614116,0.005215531413897726,13768,92,30,0.8057928235699532,0.8029589359634126,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,any_platform,False,night_trip_share_z:Any platform,-0.002,negative
night_trip_share_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,night_trip_share_z:platform_any,-0.00197580462805422,0.002700652762006507,0.46441115051163917,-0.0072689867763355955,0.0033173775202271555,13768,92,30,0.9071609547106474,0.9054438753792619,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,any_platform,False,night_trip_share_z:Any platform,-0.002,negative
night_trip_share_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,night_trip_share_z:large_aggregator_only,0.0047109156633085,0.0040197321899184315,0.24121807759948455,-0.003167614656427946,0.012589445983044945,13768,92,30,0.8136377412648057,0.8108625716175879,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,platform_types,False,night_trip_share_z:FreeNow only,0.005,positive
night_trip_share_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,night_trip_share_z:local_maas_only,-0.018394016653669895,0.005458950520947594,0.0007530054309580034,-0.029093363068113345,-0.007694670239226445,13768,92,30,0.8136377412648057,0.8108625716175879,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,platform_types,True,night_trip_share_z:Local MaaS only,-0.018***,negative
night_trip_share_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,night_trip_share_z:multi_platform,0.0023737098010706767,0.003971290869541032,0.550028488471765,-0.0054098772753625,0.010157296877503854,13768,92,30,0.8136377412648057,0.8108625716175879,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,platform_types,False,night_trip_share_z:Multi-platform,0.002,positive
night_trip_share_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,night_trip_share_z:large_aggregator_only,0.0018465780805180963,0.002613141643751161,0.4797836428701189,-0.0032750854277359756,0.006968241588772168,13768,92,30,0.9082530907105649,0.906528550271024,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,platform_types,False,night_trip_share_z:FreeNow only,0.002,positive
night_trip_share_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,night_trip_share_z:local_maas_only,-0.016083349577772795,0.0041473105564495795,0.00010531044844585983,-0.024211928901116744,-0.007954770254428848,13768,92,30,0.9082530907105649,0.906528550271024,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,platform_types,True,night_trip_share_z:Local MaaS only,-0.016***,negative
night_trip_share_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,night_trip_share_z:multi_platform,0.0018209853441104474,0.0031043842552325646,0.5574824363733161,-0.004263495990318578,0.007905466678539473,13768,92,30,0.9082530907105649,0.906528550271024,no_weak_exposure,platform_feature_moderation,night_trip_share,process_usage_context,medium,platform_types,False,night_trip_share_z:Multi-platform,0.002,positive
reservation_available_any_platform_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,reservation_available_external:platform_any,0.05366688762858421,,,,,13768,92,30,0.8012068400355598,0.7983208965931873,no_weak_exposure,platform_feature_moderation,reservation_available,process_product,medium,any_platform,False,reservation_available_external:Any platform,0.054,positive
reservation_available_any_platform_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,reservation_available_external:platform_any,-0.014673371046233674,0.014927087957642943,0.32560600163519704,-0.043929925837275396,0.014583183744808045,13768,92,30,0.9024475155580514,0.9006506100523519,no_weak_exposure,platform_feature_moderation,reservation_available,process_product,medium,any_platform,False,reservation_available_external:Any platform,-0.015,negative
reservation_available_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,reservation_available_external:large_aggregator_only,0.016608530596903148,,,,,13768,92,30,0.8113547031838855,0.8085596490293787,no_weak_exposure,platform_feature_moderation,reservation_available,process_product,medium,platform_types,False,reservation_available_external:FreeNow only,0.017,positive
reservation_available_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,reservation_available_external:local_maas_only,0.07646026313554238,2714.218503886929,0.9999775233779538,-5319.694053527434,5319.846974053705,13768,92,30,0.8113547031838855,0.8085596490293787,no_weak_exposure,platform_feature_moderation,reservation_available,process_product,medium,platform_types,False,reservation_available_external:Local MaaS only,0.076,positive
reservation_available_platform_types_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,reservation_available_external:multi_platform,-0.054785277421825984,,,,,13768,92,30,0.8113547031838855,0.8085596490293787,no_weak_exposure,platform_feature_moderation,reservation_available,process_product,medium,platform_types,False,reservation_available_external:Multi-platform,-0.055,negative
reservation_available_platform_types_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,reservation_available_external:large_aggregator_only,-0.012055608970029663,0.015773524437440598,0.44469210229949196,-0.042971148776675655,0.018859930836616325,13768,92,30,0.9027100905722865,0.9008886944582409,no_weak_exposure,platform_feature_moderation,reservation_available,process_product,medium,platform_types,False,reservation_available_external:FreeNow only,-0.012,negative
