term,n_models,n_negative_sig_05,n_positive_sig_05,median_coef,all_market_fe_coef,all_market_fe_p,all_unit_fe_coef,all_unit_fe_p
unlock_fee_ge_1_00:large_aggregator_only,6,1,0,-0.015023328830020482,-0.0836489443599324,0.016459027750365587,-0.015133436433279435,0.34805920256422485
unlock_fee_ge_1_00:large_aggregator_only:mature_366_plus,6,0,4,0.08349432625041628,0.1973536721178746,0.0006226742805131448,0.08255402403326532,1.6857334632443628e-06
unlock_fee_ge_1_20:large_aggregator_only,6,1,0,-0.006207784876861487,-0.07426931926529902,0.021686877135017636,-0.006342045495367251,0.7115206152572187
unlock_fee_ge_1_20:large_aggregator_only:mature_366_plus,6,0,5,0.07539899914232026,0.2276197354950804,0.00013462752545620932,0.07377482808900304,5.312232111406241e-05
