model,estimator,fe_strategy,outcome,term,coef,std_err,p_value,ci_low,ci_high,nobs,city_operators,cities,r2,adj_r2,sample,family,dropped_city,significant_05,label,estimate,effect_direction
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_cologne,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.06589139666785415,0.02655350284202916,0.013084620373960697,-0.11793530590161327,-0.01384748743409503,13911,93,29,0.7729784124839403,0.7697002419524219,drop_cologne,leave_one_platform_city,COLOGNE,True,unlock_fee_ge_1_00:Multi-platform,-0.066*,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_cologne,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.03500264404357466,0.010091223802728352,0.0005231343327544931,-0.054781079256855554,-0.01522420883029376,13911,93,29,0.8904919424057425,0.8884714393662233,drop_cologne,leave_one_platform_city,COLOGNE,True,unlock_fee_ge_1_00:Local MaaS only,-0.035***,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_cologne,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.08493753089584603,0.008292576333786513,1.2775798213955178e-24,-0.10119068184911681,-0.06868437994257526,13911,93,29,0.8904919424057425,0.8884714393662233,drop_cologne,leave_one_platform_city,COLOGNE,True,unlock_fee_ge_1_00:Multi-platform,-0.085***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_cologne,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.21999647199240724,0.037886873930609,6.372859124012459e-09,-0.29425338038321036,-0.14573956360160412,13911,93,29,0.7724347651666761,0.7691487444186453,drop_cologne,leave_one_platform_city,COLOGNE,True,unlock_fee_ge_1_20:Local MaaS only,-0.220***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_cologne,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.09181416807880571,0.03002060834698486,0.002225436209336212,-0.15065347923287858,-0.03297485692473286,13911,93,29,0.7724347651666761,0.7691487444186453,drop_cologne,leave_one_platform_city,COLOGNE,True,unlock_fee_ge_1_20:Multi-platform,-0.092**,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_cologne,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.03804998331292247,0.010797756412702747,0.00042527896701150024,-0.05921319699565626,-0.01688676963018867,13911,93,29,0.8904180093228858,0.8883961421643976,drop_cologne,leave_one_platform_city,COLOGNE,True,unlock_fee_ge_1_20:Local MaaS only,-0.038***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_cologne,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.0732735914787969,0.01157294051685048,2.428546474474323e-10,-0.0959561380870482,-0.05059104487054561,13911,93,29,0.8904180093228858,0.8883961421643976,drop_cologne,leave_one_platform_city,COLOGNE,True,unlock_fee_ge_1_20:Multi-platform,-0.073***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_duesseldorf,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.18751641379231107,0.04289610646981861,1.2344745930722412e-05,-0.27159123755015113,-0.103441590034471,13758,92,29,0.7709602135243178,0.7676327181013303,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_0_99:Local MaaS only,-0.188***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_duesseldorf,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.10022860256431912,0.052302937469911284,0.05532574493558136,-0.20274047629099573,0.002283271162357492,13758,92,29,0.7709602135243178,0.7676327181013303,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,False,unlock_fee_ge_0_99:Multi-platform,-0.100+,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_duesseldorf,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.047788725661810874,0.010787093104199147,9.415602277531787e-06,-0.06893103964392158,-0.026646411679700173,13758,92,29,0.8987856993975973,0.8969046991420663,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_0_99:Local MaaS only,-0.048***,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_duesseldorf,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.09672247464356357,0.00532198761637158,8.273600643483403e-74,-0.10715337869782003,-0.0862915705893071,13758,92,29,0.8987856993975973,0.8969046991420663,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_0_99:Multi-platform,-0.097***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_duesseldorf,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.19672863693837597,0.041110028192920575,1.706325010727713e-06,-0.27730281159992654,-0.11615446227682541,13758,92,29,0.7702778982292923,0.7669404901135969,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_00:Local MaaS only,-0.197***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_duesseldorf,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.11279766511174528,0.04109669353022956,0.006056816574400474,-0.19334570431467546,-0.0322496259088151,13758,92,29,0.7702778982292923,0.7669404901135969,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_00:Multi-platform,-0.113**,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_duesseldorf,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.03965841339838524,0.00860436286924546,4.0440573569097564e-06,-0.05652265473202006,-0.022794172064750415,13758,92,29,0.8988654855350875,0.8969859680516954,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_00:Local MaaS only,-0.040***,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_duesseldorf,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.0927160895652676,0.005802354548935969,1.788626810190122e-57,-0.10408849550671424,-0.08134368362382095,13758,92,29,0.8988654855350875,0.8969859680516954,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_00:Multi-platform,-0.093***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_duesseldorf,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.20620386263179238,0.04156896600764278,7.030319495123051e-07,-0.287677538881342,-0.12473018638224277,13758,92,29,0.7737995327904408,0.7705132870647562,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_20:Local MaaS only,-0.206***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_duesseldorf,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.14439689148815385,0.04263789424371431,0.0007076811767454149,-0.22796562858246158,-0.06082815439384612,13758,92,29,0.7737995327904408,0.7705132870647562,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_20:Multi-platform,-0.144***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_duesseldorf,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.03953934367425469,0.010179229366556295,0.000102618364589376,-0.0594902666230775,-0.019588420725431883,13758,92,29,0.8987908313976871,0.8969099265169541,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_20:Local MaaS only,-0.040***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_duesseldorf,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.07517094772551967,0.015464894566623418,1.1694333138173978e-06,-0.10548158410081074,-0.04486031135022861,13758,92,29,0.8987908313976871,0.8969099265169541,drop_duesseldorf,leave_one_platform_city,DUESSELDORF,True,unlock_fee_ge_1_20:Multi-platform,-0.075***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_hamburg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.1927387240695364,0.040765419924261456,2.267471513939199e-06,-0.2726374789357404,-0.11283996920333242,13911,93,29,0.7655029182168143,0.7621168022459077,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_0_99:Local MaaS only,-0.193***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_hamburg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08511443306075861,0.04150743514816842,0.04030759168526114,-0.1664675110418007,-0.003761355079716547,13911,93,29,0.7655029182168143,0.7621168022459077,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_0_99:Multi-platform,-0.085*,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_hamburg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.04226185966910198,0.012270481424539705,0.0005727747252166714,-0.06631156133416755,-0.018212158004036423,13911,93,29,0.8961754790403166,0.8942598413714162,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_0_99:Local MaaS only,-0.042***,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_hamburg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08409043655173906,0.009284363287437727,1.3382865121380207e-19,-0.1022874542145029,-0.06589341888897522,13911,93,29,0.8961754790403166,0.8942598413714162,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_0_99:Multi-platform,-0.084***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_hamburg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.20945853382442636,0.039361429072039156,1.029627179585114e-07,-0.28660551718565097,-0.13231155046320178,13911,93,29,0.7658968756940097,0.7625164484322984,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_00:Local MaaS only,-0.209***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_hamburg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.1232649321097929,0.03963148815645975,0.001869115553095602,-0.2009412215501797,-0.0455886426694061,13911,93,29,0.7658968756940097,0.7625164484322984,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_00:Multi-platform,-0.123**,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_hamburg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.03422818129960867,0.010228346030040664,0.0008186692861338341,-0.05427537113990161,-0.014180991459315725,13911,93,29,0.8962574390245759,0.8943433135767939,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_00:Local MaaS only,-0.034***,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_hamburg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.08376096452046324,0.008121464557549894,6.121112349541151e-25,-0.09967874255497955,-0.06784318648594692,13911,93,29,0.8962574390245759,0.8943433135767939,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_00:Multi-platform,-0.084***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_hamburg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.2186131066016229,0.040043054874098954,4.77608410146393e-08,-0.2970960519858179,-0.14013016121742788,13911,93,29,0.7694310242874691,0.7661016298015385,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_20:Local MaaS only,-0.219***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_hamburg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.15286492194610105,0.04136377506635175,0.00021934818332221623,-0.23393643134076636,-0.07179341255143573,13911,93,29,0.7694310242874691,0.7661016298015385,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_20:Multi-platform,-0.153***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_hamburg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.03750523395224785,0.011062603195086111,0.0006982330593737339,-0.05918753778987436,-0.015822930114621343,13911,93,29,0.8961862135611339,0.8942707739519237,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_20:Local MaaS only,-0.038***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_hamburg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.07200349104507268,0.011593484969408683,5.275390149183047e-10,-0.09472630404042015,-0.04928067804972522,13911,93,29,0.8961862135611339,0.8942707739519237,drop_hamburg,leave_one_platform_city,HAMBURG,True,unlock_fee_ge_1_20:Multi-platform,-0.072***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_heidelberg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.184283633771942,0.042764506960096135,1.6379730020131873e-05,-0.2681005272303429,-0.10046674031354112,14055,94,29,0.7741926443815613,0.7709658937744271,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_0_99:Local MaaS only,-0.184***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_heidelberg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08373487154217742,0.04204684965083907,0.04642967940528796,-0.16614518252119254,-0.001324560563162297,14055,94,29,0.7741926443815613,0.7709658937744271,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_0_99:Multi-platform,-0.084*,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_heidelberg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.04032067679341831,0.012718869564059578,0.0015236222316054294,-0.06524920306303775,-0.01539215052379888,14055,94,29,0.8996232798673149,0.8977831733392685,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_0_99:Local MaaS only,-0.040**,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_heidelberg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08670779589013673,0.009448373890956126,4.432383770358035e-20,-0.10522626842887932,-0.06818932335139415,14055,94,29,0.8996232798673149,0.8977831733392685,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_0_99:Multi-platform,-0.087***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_heidelberg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.1956617827577233,0.041258204972370614,2.112296151539332e-06,-0.27652637857034107,-0.11479718694510553,14055,94,29,0.773643711241494,0.7704091164685303,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_00:Local MaaS only,-0.196***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_heidelberg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.10672198390180959,0.03657246411759538,0.003521752074003215,-0.17840269639817996,-0.03504127140543921,14055,94,29,0.773643711241494,0.7704091164685303,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_00:Multi-platform,-0.107**,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_heidelberg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.029722716553809727,0.008152004269734642,0.0002662893010241251,-0.045700351324306374,-0.013745081783313084,14055,94,29,0.8997183223588929,0.8978799581502703,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_00:Local MaaS only,-0.030***,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_heidelberg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.08583245312395874,0.008123097603299472,4.26245468811903e-26,-0.10175343186932934,-0.06991147437858813,14055,94,29,0.8997183223588929,0.8978799581502703,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_00:Multi-platform,-0.086***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_heidelberg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.2038575743699375,0.042456002342003606,1.5738743600304147e-06,-0.2870698098878128,-0.12064533885206226,14055,94,29,0.777248060794704,0.7740649715941664,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_20:Local MaaS only,-0.204***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_heidelberg,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.1401187836834997,0.039768082865095845,0.00042605104950174904,-0.218062793833292,-0.0621747735337074,14055,94,29,0.777248060794704,0.7740649715941664,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_20:Multi-platform,-0.140***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_heidelberg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.030608093247553043,0.00773124970546619,7.526115314218942e-05,-0.04576106422575268,-0.015455122269353411,14055,94,29,0.8996531567972372,0.8978135979732174,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_20:Local MaaS only,-0.031***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_heidelberg,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.07421035874801407,0.01143664027928491,8.650830762455279e-11,-0.0966257617995526,-0.05179495569647554,14055,94,29,0.8996531567972372,0.8978135979732174,drop_heidelberg,leave_one_platform_city,HEIDELBERG,True,unlock_fee_ge_1_20:Multi-platform,-0.074***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_kaiserslautern,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.19246128362834275,0.03886644598208356,7.35066607990165e-07,-0.268638117960298,-0.11628444929638748,14208,95,29,0.7797243294480691,0.7766110035312098,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_0_99:Local MaaS only,-0.192***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_kaiserslautern,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08527005036988222,0.04134155517986823,0.03915304297820124,-0.16629800958729926,-0.004242091152465183,14208,95,29,0.7797243294480691,0.7766110035312098,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_0_99:Multi-platform,-0.085*,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_kaiserslautern,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.04488926319827504,0.013634227827796812,0.0009933799219240928,-0.07161185869777056,-0.018166667698779514,14208,95,29,0.9021084908567604,0.900326476714828,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_0_99:Local MaaS only,-0.045***,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_kaiserslautern,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08517807201521199,0.009205704255115346,2.1879150986736995e-20,-0.1032209208075652,-0.06713522322285878,14208,95,29,0.9021084908567604,0.900326476714828,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_0_99:Multi-platform,-0.085***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_kaiserslautern,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.20198481977997523,0.036133034332925626,2.2702771241399137e-08,-0.2728042657246587,-0.13116537383529175,14208,95,29,0.7788924577661995,0.7757673743653649,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_00:Local MaaS only,-0.202***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_kaiserslautern,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.10496622644959216,0.03501476730409312,0.002719626452569818,-0.17359390929266533,-0.036338543606519,14208,95,29,0.7788924577661995,0.7757673743653649,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_00:Multi-platform,-0.105**,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_kaiserslautern,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.03531408607863909,0.011480370555797047,0.002097692707540521,-0.05781519889717539,-0.012812973260102795,14208,95,29,0.9021810366329225,0.9004003431121572,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_00:Local MaaS only,-0.035**,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_kaiserslautern,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.08471420633183105,0.007999415701950442,3.314174049079304e-26,-0.10039277300501812,-0.06903563965864398,14208,95,29,0.9021810366329225,0.9004003431121572,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_00:Multi-platform,-0.085***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_kaiserslautern,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.2074905874807904,0.036299738247619805,1.0903805624470074e-08,-0.2786367670943563,-0.13634440786722452,14208,95,29,0.7820719305044871,0.7789917850437039,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_20:Local MaaS only,-0.207***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_kaiserslautern,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.13585617219892113,0.03787333169096078,0.0003343509297911481,-0.2100865382877437,-0.06162580611009853,14208,95,29,0.7820719305044871,0.7789917850437039,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_20:Multi-platform,-0.136***,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_kaiserslautern,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.03860711169706111,0.013633437019301559,0.00462873769852114,-0.06532815724038726,-0.011886066153734949,14208,95,29,0.9021147528260355,0.9003328526768068,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_20:Local MaaS only,-0.039**,negative
city_sensitivity_unlock_fee_ge_1_20_unit_fe_drop_kaiserslautern,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.0729886563317311,0.011500879794287615,2.204773545428268e-10,-0.09552996651905925,-0.05044734614440295,14208,95,29,0.9021147528260355,0.9003328526768068,drop_kaiserslautern,leave_one_platform_city,KAISERSLAUTERN,True,unlock_fee_ge_1_20:Multi-platform,-0.073***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_karlsruhe,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.1780170199685481,0.039743870675425584,7.495621529435858e-06,-0.25591357509859985,-0.10012046483849636,13982,93,29,0.7729989390294338,0.7697379501248287,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_0_99:Local MaaS only,-0.178***,negative
city_sensitivity_unlock_fee_ge_0_99_market_fe_drop_karlsruhe,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08859086777981764,0.0415653356304564,0.03305915088293358,-0.17005742862083165,-0.007124306938803643,13982,93,29,0.7729989390294338,0.7697379501248287,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_0_99:Multi-platform,-0.089*,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_karlsruhe,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:local_maas_only,-0.03569122323378536,0.010289495311130195,0.0005229734762434846,-0.055858263462694305,-0.01552418300487642,13982,93,29,0.89606625461444,0.8941585188844406,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_0_99:Local MaaS only,-0.036***,negative
city_sensitivity_unlock_fee_ge_0_99_unit_fe_drop_karlsruhe,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_99:multi_platform,-0.08635051829110285,0.009077820516595413,1.865785135721212e-21,-0.10414271956174864,-0.06855831702045706,13982,93,29,0.89606625461444,0.8941585188844406,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_0_99:Multi-platform,-0.086***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_karlsruhe,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.19238669431197622,0.03943848932619957,1.0708784990467745e-06,-0.2696847129959947,-0.11508867562795773,13982,93,29,0.7726634210637497,0.7693976122681772,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_1_00:Local MaaS only,-0.192***,negative
city_sensitivity_unlock_fee_ge_1_00_market_fe_drop_karlsruhe,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.10451904450630434,0.03607893830995333,0.0037680433972740795,-0.17523246419425526,-0.033805624818353405,13982,93,29,0.7726634210637497,0.7693976122681772,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_1_00:Multi-platform,-0.105**,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_karlsruhe,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:local_maas_only,-0.03569122323378155,0.010289495311131528,0.0005229734762450798,-0.055858263462693104,-0.015524183004869997,13982,93,29,0.89606625461444,0.8941585188844406,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_1_00:Local MaaS only,-0.036***,negative
city_sensitivity_unlock_fee_ge_1_00_unit_fe_drop_karlsruhe,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_1_00:multi_platform,-0.08635051829109452,0.009077820516594476,1.8657851357200595e-21,-0.10414271956173848,-0.06855831702045057,13982,93,29,0.89606625461444,0.8941585188844406,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_1_00:Multi-platform,-0.086***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_karlsruhe,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:local_maas_only,-0.19947328947632442,0.0393373883865808,3.9608021504974717e-07,-0.27657315395988696,-0.12237342499276187,13982,93,29,0.7754219132901948,0.7721957316774443,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_1_20:Local MaaS only,-0.199***,negative
city_sensitivity_unlock_fee_ge_1_20_market_fe_drop_karlsruhe,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_1_20:multi_platform,-0.12979093107448691,0.039052587583964814,0.0008889822834101148,-0.20633259624215405,-0.05324926590681979,13982,93,29,0.7754219132901948,0.7721957316774443,drop_karlsruhe,leave_one_platform_city,KARLSRUHE,True,unlock_fee_ge_1_20:Multi-platform,-0.130***,negative
