model,outcome,term,coef,std_err,p_value,ci_low,ci_high,nobs,city_operators,cities,r2,adj_r2,significant_05,label
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,Exclusive_Coverage_z:large_aggregator_only,-0.03476262282983833,0.04578995611786759,0.4477474492502802,-0.12450928767452832,0.05498404201485166,13768,92,30,0.9734136088865802,0.9728938127483929,False,Exclusive_Coverage:FreeNow only
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,Exclusive_Coverage_z:local_maas_only,0.11682389997279397,0.04081624890285465,0.004207232913744562,0.03682552213917635,0.1968222778064116,13768,92,30,0.9734136088865802,0.9728938127483929,True,Exclusive_Coverage:Local MaaS only
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,Exclusive_Coverage_z:multi_platform_membership,0.1516557967630615,0.04224644041202962,0.0003309460474887592,0.06885429508046598,0.23445729844565705,13768,92,30,0.9734136088865802,0.9728938127483929,True,Exclusive_Coverage:Multi-platform
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,Exclusive_Coverage_z:weak_exposure_only,-4.3835245535510054e-17,3.035733222827549e-18,2.908720742737411e-47,-4.978517331892376e-17,-3.788531775209635e-17,13768,92,30,0.9734136088865802,0.9728938127483929,True,Exclusive_Coverage:Weak exposure only
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,promo_active_clean:large_aggregator_only,-1.2971955123863034e-16,3.295242843258873e-18,0.0,-1.361781085317311e-16,-1.2326099394552958e-16,13768,92,30,0.9734136088865802,0.9728938127483929,True,Promotion:FreeNow only
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,promo_active_clean:local_maas_only,0.47176048016500216,0.04573533287532934,6.0274152651140085e-25,0.38212087490840596,0.5614000854215984,13768,92,30,0.9734136088865802,0.9728938127483929,True,Promotion:Local MaaS only
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,promo_active_clean:multi_platform_membership,0.3089563520432558,0.023824713796358327,1.860738849619526e-38,0.2622607710604189,0.35565193302609266,13768,92,30,0.9734136088865802,0.9728938127483929,True,Promotion:Multi-platform
type_moderation_unit_fe_no_weak_exposure,log_trip_count_day,promo_active_clean:weak_exposure_only,-1.0296291957043715e-16,4.201842339805737e-18,1.3314163866850378e-132,-1.111983792251719e-16,-9.47274599157024e-17,13768,92,30,0.9734136088865802,0.9728938127483929,True,Promotion:Weak exposure only
any_platform_moderation_market_fe_scooter_only,ur_boxcox,platform_any,-0.0017770765976963757,0.01752676486799004,0.919239157555267,-0.03612890450445877,0.03257475130906602,11149,75,30,0.8376808801507751,0.8347307016093563,False,Any platform
any_platform_moderation_market_fe_scooter_only,ur_boxcox,price_per_minute_z:platform_any,0.06704665001974684,0.029895704192856892,0.02491712884848623,0.008452146509284247,0.12564115353020944,11149,75,30,0.8376808801507751,0.8347307016093563,True,Price/min:Any platform
any_platform_moderation_market_fe_scooter_only,ur_boxcox,unlock_fee_z:platform_any,-0.051895608226184047,0.014525958871370419,0.000353438867934133,-0.08036596445498016,-0.023425251997387934,11149,75,30,0.8376808801507751,0.8347307016093563,True,Unlock fee:Any platform
any_platform_moderation_market_fe_scooter_only,ur_boxcox,relative_fleet_size_z:platform_any,0.0029380446979336635,0.011939096837413838,0.805615652916712,-0.02046215511133352,0.026338244507200848,11149,75,30,0.8376808801507751,0.8347307016093563,False,Relative fleet:Any platform
any_platform_moderation_market_fe_scooter_only,ur_boxcox,Coverage_z:platform_any,-0.0005643109655354538,0.009122000541244613,0.9506722255612027,-0.018443103493329775,0.01731448156225887,11149,75,30,0.8376808801507751,0.8347307016093563,False,Coverage:Any platform
any_platform_moderation_market_fe_scooter_only,ur_boxcox,Exclusive_Coverage_z:platform_any,-0.014226865002874066,0.016330862297206757,0.3836644233964005,-0.04623476694188236,0.017781036936134226,11149,75,30,0.8376808801507751,0.8347307016093563,False,Exclusive_Coverage:Any platform
any_platform_moderation_market_fe_scooter_only,ur_boxcox,promo_active_clean:platform_any,0.01871096447830316,0.01288040005849642,0.14631553562045424,-0.0065341557428174254,0.04395608469942375,11149,75,30,0.8376808801507751,0.8347307016093563,False,Promotion:Any platform
any_platform_moderation_unit_fe_scooter_only,ur_boxcox,platform_any,-0.0006885627413388421,0.01635078396474545,0.9664094858562255,-0.03273551043123496,0.03135838494855728,11149,75,30,0.8842166350413899,0.8817125226760827,False,Any platform
any_platform_moderation_unit_fe_scooter_only,ur_boxcox,price_per_minute_z:platform_any,0.041878199048929005,0.04106191748879791,0.3077857150404538,-0.03860168036527027,0.12235807846312828,11149,75,30,0.8842166350413899,0.8817125226760827,False,Price/min:Any platform
any_platform_moderation_unit_fe_scooter_only,ur_boxcox,unlock_fee_z:platform_any,-0.028412803928091753,0.026466324248355506,0.2830264247220128,-0.08028584625802766,0.023460238401844153,11149,75,30,0.8842166350413899,0.8817125226760827,False,Unlock fee:Any platform
any_platform_moderation_unit_fe_scooter_only,ur_boxcox,relative_fleet_size_z:platform_any,0.018060175950937583,0.00923356516546724,0.05047379836374561,-3.7279222281833e-05,0.036157631124157,11149,75,30,0.8842166350413899,0.8817125226760827,False,Relative fleet:Any platform
any_platform_moderation_unit_fe_scooter_only,ur_boxcox,Coverage_z:platform_any,0.0005010333893683103,0.008562572856535116,0.9533389320289047,-0.01628130102444077,0.01728336780317739,11149,75,30,0.8842166350413899,0.8817125226760827,False,Coverage:Any platform
any_platform_moderation_unit_fe_scooter_only,ur_boxcox,Exclusive_Coverage_z:platform_any,-0.018415817207610968,0.015223035014291857,0.22638112597816584,-0.0482524175710152,0.01142078315579326,11149,75,30,0.8842166350413899,0.8817125226760827,False,Exclusive_Coverage:Any platform
any_platform_moderation_unit_fe_scooter_only,ur_boxcox,promo_active_clean:platform_any,-0.0023374792839245986,0.008907193007172185,0.7929930079874065,-0.019795256781329103,0.015120298213479905,11149,75,30,0.8842166350413899,0.8817125226760827,False,Promotion:Any platform
type_moderation_market_fe_scooter_only,ur_boxcox,large_aggregator_only,-0.020340209890361456,0.016711628995861563,0.22355510201489825,-0.05309440084524539,0.012413981064522475,11149,75,30,0.8481458385861802,0.8451454270544033,False,FreeNow only
type_moderation_market_fe_scooter_only,ur_boxcox,local_maas_only,0.013179656623899355,0.08203983033594868,0.8723694763927237,-0.14761545613233662,0.17397476938013534,11149,75,30,0.8481458385861802,0.8451454270544033,False,Local MaaS only
type_moderation_market_fe_scooter_only,ur_boxcox,multi_platform_membership,0.013703516460270916,0.03650880225575806,0.7074014574942575,-0.05785242107970956,0.0852594540002514,11149,75,30,0.8481458385861802,0.8451454270544033,False,Multi-platform
type_moderation_market_fe_scooter_only,ur_boxcox,weak_exposure_only,0.03350186463276229,0.014115853240017498,0.01762753664331041,0.005835300671274964,0.06116842859424962,11149,75,30,0.8481458385861802,0.8451454270544033,True,Weak exposure only
type_moderation_market_fe_scooter_only,ur_boxcox,price_per_minute_z:large_aggregator_only,0.11554513915808645,0.03599700287606843,0.0013280220888609775,0.04499230996960758,0.18609796834656533,11149,75,30,0.8481458385861802,0.8451454270544033,True,Price/min:FreeNow only
type_moderation_market_fe_scooter_only,ur_boxcox,price_per_minute_z:local_maas_only,0.013304681524513754,0.03840630520289337,0.7290276978327881,-0.06197029345241055,0.08857965650143805,11149,75,30,0.8481458385861802,0.8451454270544033,False,Price/min:Local MaaS only
type_moderation_market_fe_scooter_only,ur_boxcox,price_per_minute_z:multi_platform_membership,-0.052349351994564565,0.05399520620728098,0.33228654825942194,-0.15817801149864885,0.05347930750951973,11149,75,30,0.8481458385861802,0.8451454270544033,False,Price/min:Multi-platform
type_moderation_market_fe_scooter_only,ur_boxcox,price_per_minute_z:weak_exposure_only,-0.008300394840509285,0.0124627053155635,0.5053991453629852,-0.032726848408949634,0.01612605872793106,11149,75,30,0.8481458385861802,0.8451454270544033,False,Price/min:Weak exposure only
type_moderation_market_fe_scooter_only,ur_boxcox,unlock_fee_z:large_aggregator_only,-0.05479377777819319,0.02202859292538915,0.012868299381081832,-0.09796902654204975,-0.011618529014336625,11149,75,30,0.8481458385861802,0.8451454270544033,True,Unlock fee:FreeNow only
