model,estimator,fe_strategy,outcome,term,coef,std_err,p_value,ci_low,ci_high,nobs,city_operators,cities,r2,adj_r2,sample,competition_measure,idea,significant_05,label,estimate,effect_direction
isolated_competition_leave_one_out_competitor_trips_z_market_fe_scooter_only,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any,-0.04427631349592673,0.017840866211238347,0.01307442333372789,-0.07924376872295145,-0.009308858268902001,11149,75,30,0.8356188314137609,0.8326311747740074,scooter_only,leave_one_out_competitor_trips_z,isolated_competition_pricing,True,Unlock fee:Any platform,-0.044*,negative
isolated_competition_leave_one_out_competitor_trips_z_market_fe_scooter_only,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any:leave_one_out_competitor_trips_z,-0.007786164566180864,0.012327771223089555,0.5276512417676953,-0.031948152173085685,0.016375823040723957,11149,75,30,0.8356188314137609,0.8326311747740074,scooter_only,leave_one_out_competitor_trips_z,isolated_competition_pricing,False,Unlock fee:Any platform:leave_one_out_competitor_trips_z,-0.008,negative
isolated_competition_leave_one_out_competitor_trips_z_unit_fe_scooter_only,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any,-0.0029144244077745156,0.011662521275135096,0.8026673130524798,-0.025772546075971448,0.01994369726042242,11149,75,30,0.8848028555742431,0.8823114217321905,scooter_only,leave_one_out_competitor_trips_z,isolated_competition_pricing,False,Unlock fee:Any platform,-0.003,negative
isolated_competition_leave_one_out_competitor_trips_z_unit_fe_scooter_only,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any:leave_one_out_competitor_trips_z,0.0040171251559382,0.01084752910305093,0.7111393910989142,-0.0172436412072917,0.0252778915191681,11149,75,30,0.8848028555742431,0.8823114217321905,scooter_only,leave_one_out_competitor_trips_z,isolated_competition_pricing,False,Unlock fee:Any platform:leave_one_out_competitor_trips_z,0.004,positive
isolated_competition_city_competition_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any,-0.07289365463729845,0.018989057652800657,0.00012367792057963755,-0.11011152373714243,-0.03567578553745447,14209,95,30,0.8145582744849802,0.8119106199230867,bookable_or_none,city_competition_z,isolated_competition_pricing,True,Unlock fee:Any platform,-0.073***,negative
isolated_competition_city_competition_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any:city_competition_z,-0.02794374413404774,0.01863201149621886,0.1336738205100251,-0.06446181562617295,0.008574327358077474,14209,95,30,0.8145582744849802,0.8119106199230867,bookable_or_none,city_competition_z,isolated_competition_pricing,False,Unlock fee:Any platform:city_Competition,-0.028,negative
isolated_competition_city_competition_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any,0.0049108955416170275,0.007328428755736005,0.5027840045654054,-0.009452560882893223,0.019274351966127277,14209,95,30,0.9020638182381634,0.9002811186418106,bookable_or_none,city_competition_z,isolated_competition_pricing,False,Unlock fee:Any platform,0.005,positive
isolated_competition_city_competition_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any:city_competition_z,0.022582987723984618,0.013119850377539339,0.08519931266495355,-0.0031314464985467173,0.048297421946515956,14209,95,30,0.9020638182381634,0.9002811186418106,bookable_or_none,city_competition_z,isolated_competition_pricing,False,Unlock fee:Any platform:city_Competition,0.023+,positive
isolated_competition_active_city_operators_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any,-0.053456422819545026,0.017399438946058547,0.002124109485201004,-0.08755869650502333,-0.019354149134066717,14209,95,30,0.8149450922237256,0.8122895602423569,bookable_or_none,active_city_operators_z,isolated_competition_pricing,True,Unlock fee:Any platform,-0.053**,negative
isolated_competition_active_city_operators_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any:active_city_operators_z,-0.03378940387228111,0.011134121582209621,0.002407259414097583,-0.05561188117290209,-0.011966926571660132,14209,95,30,0.8149450922237256,0.8122895602423569,bookable_or_none,active_city_operators_z,isolated_competition_pricing,True,Unlock fee:Any platform:active_city_operators_z,-0.034**,negative
isolated_competition_active_city_operators_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any,-0.003934937953139644,0.009457852245296107,0.6773735302085299,-0.0224719877250213,0.014602111818742013,14209,95,30,0.902760236653527,0.9009760208123073,bookable_or_none,active_city_operators_z,isolated_competition_pricing,False,Unlock fee:Any platform,-0.004,negative
isolated_competition_active_city_operators_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any:active_city_operators_z,0.0013913018974424413,0.009188993608095995,0.8796526126986993,-0.016618794628594474,0.019401398423479356,14209,95,30,0.902760236653527,0.9009760208123073,bookable_or_none,active_city_operators_z,isolated_competition_pricing,False,Unlock fee:Any platform:active_city_operators_z,0.001,positive
isolated_competition_active_operators_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any,-0.053456422819545026,0.017399438946058547,0.002124109485201004,-0.08755869650502333,-0.019354149134066717,14209,95,30,0.8149450922237256,0.8122895602423569,bookable_or_none,active_operators_z,isolated_competition_pricing,True,Unlock fee:Any platform,-0.053**,negative
isolated_competition_active_operators_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any:active_operators_z,-0.03378940387228111,0.011134121582209621,0.002407259414097583,-0.05561188117290209,-0.011966926571660132,14209,95,30,0.8149450922237256,0.8122895602423569,bookable_or_none,active_operators_z,isolated_competition_pricing,True,Unlock fee:Any platform:active_operators_z,-0.034**,negative
isolated_competition_active_operators_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any,-0.003934937953139644,0.009457852245296107,0.6773735302085299,-0.0224719877250213,0.014602111818742013,14209,95,30,0.902760236653527,0.9009760208123073,bookable_or_none,active_operators_z,isolated_competition_pricing,False,Unlock fee:Any platform,-0.004,negative
isolated_competition_active_operators_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any:active_operators_z,0.0013913018974424413,0.009188993608095995,0.8796526126986993,-0.016618794628594474,0.019401398423479356,14209,95,30,0.902760236653527,0.9009760208123073,bookable_or_none,active_operators_z,isolated_competition_pricing,False,Unlock fee:Any platform:active_operators_z,0.001,positive
isolated_competition_market_fragmentation_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any,-0.05033743896404376,0.01769169322392677,0.004437540689144698,-0.08501252050847155,-0.01566235741961597,14209,95,30,0.8108143751287358,0.8080995674897606,bookable_or_none,market_fragmentation_z,isolated_competition_pricing,True,Unlock fee:Any platform,-0.050**,negative
isolated_competition_market_fragmentation_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any:market_fragmentation_z,-0.02753855085769342,0.015460670013100057,0.07487972631423111,-0.05784090726022793,0.0027638055448410935,14209,95,30,0.8108143751287358,0.8080995674897606,bookable_or_none,market_fragmentation_z,isolated_competition_pricing,False,Unlock fee:Any platform:market_fragmentation_z,-0.028+,negative
isolated_competition_market_fragmentation_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any,-0.000837074162527671,0.010823113008128896,0.938351997498809,-0.022049985859067273,0.02037583753401193,14209,95,30,0.9022191276629097,0.9004249832163576,bookable_or_none,market_fragmentation_z,isolated_competition_pricing,False,Unlock fee:Any platform,-0.001,negative
isolated_competition_market_fragmentation_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any:market_fragmentation_z,0.004349987624151886,0.01521948916302932,0.7750183427884223,-0.025479662998483234,0.034179638246787006,14209,95,30,0.9022191276629097,0.9004249832163576,bookable_or_none,market_fragmentation_z,isolated_competition_pricing,False,Unlock fee:Any platform:market_fragmentation_z,0.004,positive
isolated_competition_leave_one_out_competitor_trips_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any,-0.05670173970076453,0.01742306971137744,0.0011362982451022235,-0.09085032883519498,-0.022553150566334078,14209,95,30,0.8128242650354229,0.8101382992520375,bookable_or_none,leave_one_out_competitor_trips_z,isolated_competition_pricing,True,Unlock fee:Any platform,-0.057**,negative
isolated_competition_leave_one_out_competitor_trips_z_market_fe_bookable_or_none,ols_cluster,market_fe,ur_boxcox,unlock_fee_z:platform_any:leave_one_out_competitor_trips_z,-0.01072569418340673,0.016836035024707548,0.5240807439018484,-0.04372371647428844,0.02227232810747498,14209,95,30,0.8128242650354229,0.8101382992520375,bookable_or_none,leave_one_out_competitor_trips_z,isolated_competition_pricing,False,Unlock fee:Any platform:leave_one_out_competitor_trips_z,-0.011,negative
isolated_competition_leave_one_out_competitor_trips_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any,0.0034681562893016395,0.009281961616741644,0.7086686308109134,-0.014724154185395156,0.021660466763998434,14209,95,30,0.9045970759091493,0.9028465635405098,bookable_or_none,leave_one_out_competitor_trips_z,isolated_competition_pricing,False,Unlock fee:Any platform,0.003,positive
isolated_competition_leave_one_out_competitor_trips_z_unit_fe_bookable_or_none,ols_cluster,unit_fe,ur_boxcox,unlock_fee_z:platform_any:leave_one_out_competitor_trips_z,0.006591084215231275,0.010316998966208846,0.5229161395689756,-0.013629862187075036,0.026812030617537584,14209,95,30,0.9045970759091493,0.9028465635405098,bookable_or_none,leave_one_out_competitor_trips_z,isolated_competition_pricing,False,Unlock fee:Any platform:leave_one_out_competitor_trips_z,0.007,positive
isolated_competition_dml_city_competition_z_all,dml_hgb,ml_residualized,ur_boxcox,unlock_fee_z_x_platform_any_x_city_competition_z,0.02415243054423149,0.015961536674558272,0.13023788103259376,-0.007131606475817946,0.055436467564280924,14514,97,30,0.026695517951697112,0.026628453631291404,all,city_competition_z,isolated_competition_pricing,False,Unlock fee_x_Any platform_x_city_Competition,0.024,positive
isolated_competition_dml_city_competition_z_all,dml_rf,ml_residualized,ur_boxcox,unlock_fee_z_x_platform_any_x_city_competition_z,-0.004016454472636076,0.013537480928112368,0.7667021062544734,-0.03054942953313418,0.022516520587862028,14514,97,30,0.0005035292489846688,0.00043466020256066606,all,city_competition_z,isolated_competition_pricing,False,Unlock fee_x_Any platform_x_city_Competition,-0.004,negative
isolated_competition_dml_active_city_operators_z_all,dml_hgb,ml_residualized,ur_boxcox,unlock_fee_z_x_platform_any_x_active_city_operators_z,0.02241991314664676,0.017537755670723094,0.20111553168870555,-0.0119534563376336,0.05679328263092712,14514,97,30,0.013378992804930934,0.013311010926119193,all,active_city_operators_z,isolated_competition_pricing,False,Unlock fee_x_Any platform_x_active_city_operators_z,0.022,positive
