model,estimator,fe_strategy,outcome,term,coef,std_err,p_value,ci_low,ci_high,nobs,city_operators,cities,r2,adj_r2,sample,family,significant_05,label,estimate,effect_direction
threshold_type_unlock_fee_positive_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_positive:local_maas_only,-0.04754809356313876,0.02114482122224143,0.0245323898603656,-0.08899118161827016,-0.006105005508007348,13768,92,30,0.9025892753608247,0.9007803014125831,no_weak_exposure,threshold_type,True,unlock_fee_positive:Local MaaS only,-0.048*,negative
threshold_type_unlock_fee_positive_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_positive:multi_platform,-0.030620742740369196,0.009978083971766718,0.0021492051742035383,-0.05017742795974834,-0.011064057520990052,13768,92,30,0.9025892753608247,0.9007803014125831,no_weak_exposure,threshold_type,True,unlock_fee_positive:Multi-platform,-0.031**,negative
threshold_any_unlock_fee_ge_0_49_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_49:platform_any,-0.12511256365008444,0.03719934389142307,0.0007701654157468815,-0.1980219379257937,-0.05220318937437517,13768,92,30,0.8080580568329296,0.8052715746808359,no_weak_exposure,threshold_any,True,unlock_fee_ge_0_49:Any platform,-0.125***,negative
threshold_type_unlock_fee_ge_0_49_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_49:large_aggregator_only,-0.005757195552532152,0.006281896257620143,0.35941825797830584,-0.018069485972084583,0.006555094867020278,13768,92,30,0.8112570366277019,0.8084887694025333,no_weak_exposure,threshold_type,False,unlock_fee_ge_0_49:FreeNow only,-0.006,negative
threshold_type_unlock_fee_ge_0_49_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_49:local_maas_only,-0.13832944078699594,0.03674852974653111,0.00016707174935794665,-0.21035523557499575,-0.06630364599899612,13768,92,30,0.8112570366277019,0.8084887694025333,no_weak_exposure,threshold_type,True,unlock_fee_ge_0_49:Local MaaS only,-0.138***,negative
threshold_type_unlock_fee_ge_0_49_market_fe_no_weak_exposure,ols_cluster,market_fe,ur_boxcox,unlock_fee_ge_0_49:multi_platform,-0.027181083644106152,0.012522337443395589,0.029960830071521838,-0.051724414035418886,-0.0026377532527934212,13768,92,30,0.8112570366277019,0.8084887694025333,no_weak_exposure,threshold_type,True,unlock_fee_ge_0_49:Multi-platform,-0.027*,negative
threshold_any_unlock_fee_ge_0_49_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_49:platform_any,0.005011149040380955,0.010167958530093831,0.6221275659340118,-0.01491768347489978,0.02493998155566169,13768,92,30,0.9024028967130038,0.9006051693333277,no_weak_exposure,threshold_any,False,unlock_fee_ge_0_49:Any platform,0.005,positive
threshold_type_unlock_fee_ge_0_49_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_49:large_aggregator_only,-0.00649043059331262,0.0051885425740644895,0.2109651489043013,-0.016659787170731764,0.003678925984106525,13768,92,30,0.9025892753608247,0.9007803014125831,no_weak_exposure,threshold_type,False,unlock_fee_ge_0_49:FreeNow only,-0.006,negative
threshold_type_unlock_fee_ge_0_49_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_49:local_maas_only,-0.04754809356314124,0.021144821222241632,0.024532389860359462,-0.08899118161827305,-0.006105005508009437,13768,92,30,0.9025892753608247,0.9007803014125831,no_weak_exposure,threshold_type,True,unlock_fee_ge_0_49:Local MaaS only,-0.048*,negative
threshold_type_unlock_fee_ge_0_49_unit_fe_no_weak_exposure,ols_cluster,unit_fe,ur_boxcox,unlock_fee_ge_0_49:multi_platform,-0.03062074274037356,0.009978083971766966,0.0021492051742009423,-0.05017742795975319,-0.01106405752099393,13768,92,30,0.9025892753608247,0.9007803014125831,no_weak_exposure,threshold_type,True,unlock_fee_ge_0_49:Multi-platform,-0.031**,negative
